DayOfWeek,Origin_Airport,Scheduled_Departure,Departure_Time,Dep_Delay,Scheduled_Arrival,Arrival_Time,Arrival_Delay,Arr_Del_morethan15,Cancelled,Diverted,Distance,Carrier_Delay,WeatherDelay,NAS_Delay,Security_Delay,Late_Aircraft_Delay,Top_Carriers
2,SFO,1311,1315,4.0,1445,1439,-6.0,0,0,0,337.0,3.0,0.0,,0,0,1
3,SFO,1311,1310,-1.0,1445,1439,-6.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
4,SFO,1311,1323,12.0,1445,1500,15.0,1,0,0,337.0,0.0,0.0,3.0,0,11,1
5,SFO,1311,1305,12.0,1445,1425,,0,0,0,337.0,0.0,0.0,0.0,0,0,1
6,SFO,1311,1342,57.0,1445,1456,11.0,0,0,0,337.0,21.0,0.0,0.0,0,0,1
7,SFO,1311,1343,32.0,1445,1538,53.0,1,0,0,337.0,17.0,0.0,21.0,0,17,1
1,SFO,1311,1310,-1.0,1445,1427,-18.0,0,0,0,337.0,1.0,0.0,0.0,0,0,1
2,SFO,1311,1308,-3.0,1445,1436,-9.0,0,0,0,337.0,1.0,0.0,0.0,0,0,1
3,SFO,1311,1306,-5.0,1445,1435,,0,0,0,337.0,0.0,0.0,0.0,0,0,1
4,SFO,1311,1417,66.0,1445,1538,53.0,1,0,0,337.0,27.0,0.0,0.0,0,3,1
5,SFO,1311,1447,125.0,1445,1625,100.0,1,0,0,337.0,46.0,,4.0,0,94,1
6,SFO,1311,1307,10.0,1445,1442,-3.0,0,0,0,,0.0,0.0,0.0,0,0,1
7,SFO,1311,1345,34.0,1445,1515,30.0,1,0,0,337.0,16.0,0.0,0.0,0,30,1
5,DEN,815,825,25.0,1113,1119,6.0,0,0,0,641.0,13.0,0.0,0.0,0,0,1
6,DEN,730,752,44.0,1028,1044,1775.0,1,0,0,641.0,14.0,0.0,0.0,0,0,1
7,DEN,815,816,1.0,1113,1112,-1.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
1,DEN,815,815,0.0,1113,1101,-12.0,0,0,0,641.0,1.0,0.0,0.0,0,0,1
2,DEN,815,811,-4.0,1113,1116,3.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
3,DEN,815,809,-6.0,1113,1053,,0,0,0,641.0,0.0,0.0,0.0,0,0,1
4,DEN,815,808,-7.0,1113,1103,-10.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
5,DEN,815,813,13.0,1113,1112,-1.0,0,0,0,641.0,10.0,0.0,0.0,0,0,1
6,DEN,730,1010,182.0,1028,1301,897.0,1,0,0,641.0,76.0,0.0,0.0,0,0,1
7,DEN,815,910,55.0,1113,1159,46.0,1,0,0,641.0,20.0,,0.0,0,0,1
1,DEN,815,819,4.0,1113,1112,-1.0,0,0,0,641.0,3.0,0.0,0.0,0,0,1
2,DEN,815,813,-2.0,1113,1119,6.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
3,DEN,815,812,-3.0,1113,1101,,0,0,0,641.0,0.0,0.0,0.0,0,0,1
4,DEN,815,813,-2.0,1113,1100,-13.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
5,DEN,815,922,91.0,1113,1253,100.0,1,0,0,641.0,38.0,0.0,33.0,0,0,1
6,DEN,730,731,11.0,1028,1013,-15.0,0,0,0,641.0,8.0,0.0,0.0,0,0,1
7,DEN,815,808,-7.0,1113,1105,,0,0,0,641.0,7.0,0.0,0.0,0,0,1
1,DEN,815,812,-3.0,1113,1105,-8.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
2,DEN,815,903,48.0,1113,1158,45.0,1,0,0,641.0,10.0,0.0,0.0,0,0,1
3,DEN,815,1033,138.0,1113,1326,133.0,1,0,0,,54.0,0.0,0.0,0,0,1
4,DEN,815,810,,1113,1107,-6.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
5,DEN,815,812,17.0,1113,1105,-8.0,0,0,0,,13.0,0.0,0.0,0,0,1
6,DEN,730,727,22.0,1028,1014,-14.0,0,0,0,641.0,8.0,0.0,0.0,0,0,1
7,DEN,815,813,-2.0,1113,1106,,0,0,0,641.0,0.0,0.0,0.0,0,0,1
1,DEN,815,813,-2.0,1113,1106,-7.0,0,0,0,641.0,0.0,0.0,0.0,0,0,1
2,,815,1006,111.0,1113,1257,104.0,1,0,0,641.0,41.0,0.0,0.0,0,0,1
3,DEN,815,810,-5.0,1113,1113,,0,0,0,641.0,0.0,0.0,0.0,0,0,1
4,DEN,815,1003,108.0,1113,1252,99.0,1,0,0,641.0,39.0,,0.0,0,0,1
5,,815,1001,133.0,1113,1255,102.0,1,0,0,641.0,56.0,0.0,0.0,0,0,1
6,DEN,730,730,11.0,1028,1018,-10.0,0,0,0,,11.0,0.0,0.0,0,0,1
7,DEN,815,811,-4.0,1113,1055,-18.0,0,0,0,641.0,3.0,0.0,0.0,0,0,1
5,DFW,720,720,19.0,901,853,-8.0,0,0,0,1464.0,6.0,0.0,0.0,0,0,1
6,DFW,720,741,43.0,901,909,8.0,0,0,0,1464.0,13.0,0.0,0.0,0,0,1
7,DFW,720,716,-4.0,901,841,,0,0,0,1464.0,2.0,0.0,0.0,0,0,1
1,DFW,720,836,76.0,901,1006,65.0,1,0,0,1464.0,27.0,65.0,0.0,0,0,1
2,DFW,720,717,-3.0,901,914,13.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
3,DFW,720,721,1003.0,901,856,-5.0,0,0,0,1464.0,343.0,0.0,0.0,0,0,1
4,DFW,720,718,-2.0,901,852,-9.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
5,DFW,720,718,15.0,901,855,-6.0,0,0,0,1464.0,9.0,0.0,0.0,0,0,1
6,DFW,720,719,16.0,901,858,-3.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
7,DFW,720,723,3.0,901,859,-2.0,0,0,0,1464.0,2.0,0.0,0.0,0,0,1
1,DFW,720,719,-1.0,901,906,5.0,0,0,0,1464.0,2.0,0.0,,0,0,1
2,DFW,720,723,3.0,901,900,-1.0,0,0,0,1464.0,3.0,0.0,0.0,0,0,1
3,DFW,720,715,-5.0,901,852,,0,0,0,1464.0,1.0,0.0,0.0,0,0,1
4,DFW,720,715,-5.0,901,848,-13.0,0,0,0,1464.0,1.0,0.0,,0,0,1
5,DFW,720,720,25.0,901,853,-8.0,0,0,0,1464.0,6.0,0.0,0.0,0,0,1
6,DFW,720,715,21.0,901,842,-19.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
7,DFW,720,716,-4.0,901,848,-13.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
1,DFW,720,716,-4.0,901,858,-3.0,0,0,0,1464.0,2.0,,0.0,0,0,1
2,DFW,720,714,-6.0,901,844,,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
3,DFW,720,714,,901,840,-21.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
4,DFW,720,720,0.0,901,842,-19.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
5,DFW,720,719,17.0,901,839,-22.0,0,0,0,1464.0,1.0,0.0,0.0,0,0,1
6,DFW,720,714,11.0,901,837,-24.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
7,DFW,720,714,-6.0,901,841,-20.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
1,DFW,720,724,4.0,901,856,-5.0,0,0,0,1464.0,6.0,0.0,0.0,0,0,1
2,DFW,720,720,0.0,901,852,-9.0,0,0,0,1464.0,0.0,0.0,,0,0,1
3,DFW,720,717,-3.0,901,854,-7.0,0,0,0,1464.0,0.0,,0.0,0,0,1
4,DFW,720,724,4.0,901,853,-8.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
5,DFW,720,716,25.0,901,838,-23.0,0,0,0,1464.0,11.0,0.0,0.0,0,0,1
6,DFW,720,714,8.0,901,847,-14.0,0,0,0,1464.0,0.0,0.0,0.0,0,0,1
7,DFW,720,1202,282.0,901,1339,278.0,1,0,0,1464.0,103.0,0.0,0.0,0,260,1
5,LAX,1720,1726,20.0,2008,2032,24.0,1,0,0,2486.0,0.0,14.0,18.0,0,6,1
6,LAX,1720,1720,22.0,2008,2015,7.0,0,0,0,,6.0,,0.0,0,0,1
7,LAX,1720,1813,53.0,2008,2105,57.0,1,0,0,2486.0,17.0,35.0,4.0,0,0,1
1,LAX,1720,1719,-1.0,2008,2004,-4.0,0,0,0,2486.0,0.0,20.0,0.0,0,0,1
2,LAX,1720,1718,-2.0,2008,2003,-5.0,0,0,0,2486.0,0.0,30.0,0.0,0,0,1
3,LAX,1720,1719,-1.0,2008,2019,11.0,0,0,0,2486.0,4.0,24.0,0.0,0,0,1
4,LAX,1720,1812,52.0,2008,2045,37.0,1,0,0,2486.0,18.0,38.0,0.0,0,0,1
5,LAX,1720,1726,31.0,2008,1952,-16.0,0,0,0,,8.0,0.0,0.0,0,0,1
6,LAX,1720,1714,20.0,2008,2005,-3.0,0,0,0,2486.0,9.0,12.0,0.0,0,0,1
7,LAX,1720,1716,-4.0,2008,2026,18.0,1,0,0,2486.0,0.0,8.0,18.0,0,0,1
1,LAX,1720,1730,10.0,2008,2033,25.0,1,0,0,2486.0,0.0,33.0,15.0,0,0,1
2,LAX,1720,1720,0.0,2008,2003,-5.0,0,0,0,2486.0,0.0,35.0,0.0,0,0,1
3,LAX,1720,1721,1.0,2008,2016,8.0,0,0,0,2486.0,0.0,6.0,,0,0,1
4,LAX,1720,1715,-5.0,2008,2003,-5.0,0,0,0,2486.0,0.0,29.0,0.0,0,0,1
5,LAX,1720,1716,20.0,2008,2007,-1.0,0,0,0,2486.0,11.0,7.0,0.0,0,0,1
6,LAX,1720,1718,24.0,2008,2032,24.0,1,0,0,2486.0,11.0,9.0,24.0,0,0,1
7,LAX,1720,1709,-11.0,2008,1950,-18.0,0,0,0,2486.0,0.0,26.0,0.0,0,0,1
1,LAX,1720,1716,-4.0,2008,2004,-4.0,0,0,0,2486.0,2.0,20.0,0.0,0,0,1
2,LAX,1720,1726,6.0,2008,2008,0.0,0,0,0,2486.0,0.0,13.0,0.0,0,0,1
3,LAX,1720,1717,-3.0,2008,1955,-13.0,0,0,0,2486.0,4.0,13.0,0.0,0,0,1
4,LAX,1720,1715,-5.0,2008,2003,-5.0,0,0,0,2486.0,0.0,16.0,0.0,0,0,1
5,LAX,1720,1723,24.0,2008,2003,-5.0,0,0,0,2486.0,13.0,8.0,0.0,0,0,1
6,LAX,1720,1716,17.0,2008,2010,2.0,0,0,0,,5.0,0.0,0.0,0,0,1
7,LAX,1720,1714,-6.0,2008,1955,-13.0,0,0,0,,0.0,0.0,0.0,0,0,1
1,LAX,1720,1719,-1.0,2008,1956,-12.0,0,0,0,,1.0,0.0,0.0,0,0,1
2,LAX,1720,1730,,2008,1951,-17.0,0,0,0,2486.0,0.0,22.0,0.0,0,0,1
3,LAX,1720,1812,52.0,2008,2027,19.0,1,0,0,2486.0,22.0,22.0,0.0,0,0,1
4,LAX,1720,1716,-4.0,2008,1936,-32.0,0,0,0,2486.0,0.0,37.0,0.0,0,0,1
5,LAX,1720,1959,13.0,2008,2229,141.0,1,0,0,2486.0,0.0,7.0,0.0,0,116,1
6,LAX,1720,1718,11.0,2008,2021,13.0,0,0,0,2486.0,7.0,21.0,0.0,0,0,1
7,LAX,1720,1726,6.0,2008,2003,-5.0,0,0,0,2486.0,4.0,16.0,,0,0,1
5,LAX,2120,2222,87.0,526,618,,1,0,0,2218.0,27.0,15.0,21.0,0,48,1
6,LAX,2120,2153,57.0,526,542,16.0,1,0,0,2218.0,22.0,21.0,34.0,0,0,1
7,LAX,2120,2130,10.0,526,521,-5.0,0,0,0,2218.0,0.0,39.0,14.0,0,0,1
1,LAX,2120,2144,24.0,526,530,4.0,0,0,0,2218.0,25.0,10.0,36.0,0,0,1
2,LAX,2115,2114,-1.0,521,524,3.0,0,0,0,2218.0,6.0,39.0,46.0,0,0,1
3,LAX,2115,2111,-4.0,521,524,3.0,0,0,0,2218.0,2.0,10.0,13.0,0,0,1
4,LAX,2115,2141,26.0,521,535,14.0,0,0,0,2218.0,9.0,36.0,16.0,0,0,1
5,LAX,2115,2127,29.0,521,533,12.0,0,0,0,2218.0,7.0,15.0,15.0,0,0,1
6,LAX,2115,2203,77.0,521,544,23.0,1,0,0,,20.0,,21.0,0,12,1
7,LAX,2115,2120,5.0,521,549,,1,0,0,2218.0,1.0,17.0,68.0,0,0,1
1,LAX,2115,2120,5.0,521,508,-13.0,0,1,0,2218.0,0.0,17.0,16.0,0,0,1
2,,2115,2114,-1.0,521,516,-5.0,0,0,0,2218.0,0.0,38.0,18.0,0,0,1
3,LAX,2115,2110,-5.0,521,515,-6.0,0,0,0,2218.0,0.0,7.0,18.0,0,0,1
4,LAX,2115,2118,3.0,521,514,-7.0,0,0,0,2218.0,2.0,36.0,47.0,0,0,1
5,LAX,2115,2139,41.0,521,540,19.0,1,0,0,2218.0,12.0,8.0,42.0,0,19,1
6,,2115,2114,19.0,521,511,-10.0,0,0,0,2218.0,9.0,5.0,18.0,0,0,1
7,LAX,2115,2111,-4.0,521,506,-15.0,0,0,0,2218.0,1.0,13.0,43.0,0,0,1
1,LAX,2115,2119,4.0,521,519,-2.0,0,1,0,,3.0,0.0,10.0,0,0,1
2,LAX,2115,2130,15.0,521,533,12.0,0,0,0,2218.0,19.0,11.0,26.0,0,0,1
3,LAX,2115,2115,0.0,521,506,-15.0,0,0,0,2218.0,4.0,31.0,15.0,0,0,1
4,LAX,2115,2114,-1.0,521,517,-4.0,0,0,0,2218.0,0.0,7.0,35.0,0,0,1
5,LAX,2115,2130,41.0,521,525,4.0,0,0,0,2218.0,17.0,26.0,8.0,0,0,1
6,LAX,2115,2117,14.0,521,518,-3.0,0,0,0,2218.0,5.0,20.0,47.0,0,0,1
7,LAX,2115,2116,1.0,521,517,-4.0,0,0,0,2218.0,0.0,12.0,37.0,0,0,1
1,LAX,2115,2217,62.0,521,631,70.0,1,0,0,,15.0,,56.0,0,0,1
2,,2115,2114,-1.0,521,515,-6.0,0,0,0,2218.0,2.0,9.0,45.0,0,0,1
3,LAX,2115,2128,13.0,521,519,-2.0,0,0,0,2218.0,8.0,34.0,18.0,0,0,1
4,,2115,2353,158.0,521,752,151.0,1,0,0,2218.0,50.0,32.0,36.0,0,140,1
5,LAX,2115,2140,41.0,521,601,40.0,1,0,0,,19.0,0.0,53.0,0,0,1
6,LAX,2115,2119,21.0,521,523,2.0,0,0,0,2218.0,9.0,31.0,17.0,0,0,1
7,LAX,2115,2113,-2.0,521,530,9.0,0,0,0,2218.0,5.0,26.0,42.0,0,0,1
5,SFO,835,844,19.0,1727,2148,261.0,1,0,0,2586.0,12.0,34.0,261.0,0,0,1
7,SFO,835,826,-9.0,1727,1648,-39.0,0,0,0,2586.0,0.0,11.0,0.0,0,0,1
1,SFO,835,827,-8.0,1727,1706,-21.0,0,0,0,2586.0,5.0,34.0,0.0,0,0,1
2,SFO,835,829,-6.0,1727,1640,-47.0,0,0,0,2586.0,0.0,17.0,0.0,0,0,1
3,SFO,835,826,-9.0,1727,1719,-8.0,0,0,0,2586.0,9.0,26.0,0.0,0,0,1
4,SFO,835,829,-6.0,1727,1706,-21.0,0,0,0,2586.0,0.0,15.0,0.0,0,0,1
5,SFO,835,829,14.0,1727,1839,72.0,1,0,0,2586.0,5.0,9.0,72.0,0,0,1
7,SFO,835,1035,120.0,1727,1856,89.0,1,0,0,2586.0,39.0,26.0,0.0,0,0,1
1,SFO,835,827,-8.0,1727,1720,-7.0,0,0,0,2586.0,0.0,19.0,0.0,0,0,1
2,SFO,835,823,-12.0,1727,1735,8.0,0,0,0,2586.0,10.0,35.0,,0,0,1
3,SFO,835,824,-11.0,1727,1815,48.0,1,0,0,2586.0,0.0,33.0,,0,0,1
4,SFO,835,1210,215.0,1727,2034,187.0,1,0,0,2586.0,80.0,21.0,0.0,0,0,1
5,SFO,835,826,14.0,1727,1638,-49.0,0,0,0,2586.0,4.0,10.0,0.0,0,0,1
7,SFO,835,826,-9.0,1727,1739,12.0,0,0,0,2586.0,2.0,21.0,0.0,0,0,1
1,SFO,835,831,-4.0,1727,1656,-31.0,0,0,0,2586.0,0.0,38.0,0.0,0,0,1
2,SFO,835,826,-9.0,1727,1706,-21.0,0,0,0,2586.0,0.0,27.0,0.0,0,0,1
3,SFO,835,829,-6.0,1727,1648,-39.0,0,0,0,2586.0,1.0,34.0,,0,0,1
4,SFO,835,834,-1.0,1727,1733,6.0,0,0,0,2586.0,0.0,17.0,0.0,0,0,1
5,SFO,835,828,8.0,1727,1720,-7.0,0,0,0,2586.0,17.0,34.0,0.0,0,0,1
7,SFO,835,841,6.0,1727,1710,-17.0,0,0,0,2586.0,6.0,24.0,0.0,0,0,1
1,SFO,835,1212,217.0,1727,2116,229.0,1,0,0,2586.0,75.0,10.0,82.0,0,147,1
2,SFO,835,830,-5.0,1727,1713,-14.0,0,0,0,2586.0,0.0,35.0,,0,0,1
3,SFO,835,1206,211.0,1727,2033,186.0,1,0,0,2586.0,74.0,23.0,0.0,0,186,1
4,SFO,835,828,-7.0,1727,1714,-13.0,0,0,0,2586.0,0.0,10.0,0.0,0,0,1
5,SFO,835,900,48.0,1727,1821,54.0,1,0,0,2586.0,26.0,38.0,29.0,0,0,1
7,SFO,835,829,,1727,1740,13.0,0,0,0,2586.0,0.0,32.0,0.0,0,0,1
5,BOS,930,928,24.0,1254,1302,8.0,0,0,0,2611.0,11.0,17.0,0.0,0,0,1
6,BOS,930,929,11.0,1254,1257,3.0,0,0,0,2611.0,3.0,14.0,0.0,0,0,1
7,BOS,930,927,-3.0,1254,1259,5.0,0,0,0,2611.0,4.0,11.0,0.0,0,0,1
1,BOS,930,927,-3.0,1254,1242,-12.0,0,0,0,2611.0,0.0,22.0,0.0,0,0,1
2,BOS,930,924,-6.0,1254,1246,-8.0,0,0,0,2611.0,0.0,26.0,0.0,0,0,1
3,BOS,930,927,-3.0,1254,1303,9.0,0,0,0,2611.0,0.0,18.0,0.0,0,0,1
4,BOS,930,926,-4.0,1254,1252,-2.0,0,0,0,2611.0,0.0,12.0,0.0,0,0,1
5,BOS,930,937,13.0,1254,1256,2.0,0,0,0,2611.0,7.0,16.0,0.0,0,0,1
6,BOS,930,939,19.0,1254,1245,-9.0,0,0,0,2611.0,0.0,37.0,0.0,0,0,1
7,BOS,930,923,-7.0,1254,1258,4.0,0,0,0,2611.0,0.0,28.0,0.0,0,0,1
1,BOS,930,925,-5.0,1254,1255,1.0,0,0,0,2611.0,0.0,18.0,0.0,0,0,1
2,BOS,930,1004,34.0,1254,1331,37.0,1,0,0,2611.0,6.0,9.0,3.0,0,0,1
3,BOS,930,925,-5.0,1254,1246,-8.0,0,0,0,2611.0,2.0,23.0,0.0,0,0,1
4,BOS,930,952,22.0,1254,1310,16.0,1,0,0,2611.0,13.0,7.0,0.0,0,0,1
5,BOS,930,928,11.0,1254,1244,-10.0,0,0,0,2611.0,0.0,5.0,0.0,0,0,1
6,BOS,930,932,25.0,1254,1302,8.0,0,0,0,,7.0,0.0,0.0,0,0,1
7,BOS,930,925,-5.0,1254,1229,-25.0,0,0,0,2611.0,0.0,37.0,0.0,0,0,1
1,BOS,930,926,-4.0,1254,1248,-6.0,0,0,0,2611.0,4.0,21.0,0.0,0,0,1
2,BOS,930,921,-9.0,1254,1223,-31.0,0,0,0,2611.0,4.0,13.0,0.0,0,0,1
3,BOS,930,928,-2.0,1254,1218,-36.0,0,0,0,2611.0,0.0,35.0,0.0,0,0,1
4,BOS,930,928,-2.0,1254,1224,-30.0,0,0,0,2611.0,0.0,39.0,0.0,0,0,1
5,BOS,930,1245,16.0,1254,1542,168.0,1,0,0,2611.0,0.0,7.0,0.0,0,0,1
6,BOS,930,926,16.0,1254,1245,-9.0,0,0,0,2611.0,6.0,17.0,0.0,0,0,1
7,BOS,930,927,-3.0,1254,1219,-35.0,0,0,0,2611.0,9.0,18.0,0.0,0,0,1
1,BOS,930,926,-4.0,1254,1247,-7.0,0,0,0,2611.0,5.0,10.0,0.0,0,0,1
2,,930,932,2.0,1254,1255,1.0,0,0,0,2611.0,2.0,33.0,0.0,0,0,1
3,BOS,930,926,-4.0,1254,1302,8.0,0,0,0,2611.0,0.0,13.0,0.0,0,0,1
4,BOS,930,925,-5.0,1254,1240,,0,0,0,2611.0,0.0,27.0,0.0,0,0,1
5,BOS,930,1039,79.0,1254,1345,51.0,1,0,0,2611.0,26.0,19.0,0.0,0,0,1
6,BOS,930,925,6.0,1254,1227,-27.0,0,0,0,2611.0,3.0,11.0,0.0,0,0,1
7,BOS,930,928,-2.0,1254,1300,6.0,0,0,0,2611.0,0.0,29.0,0.0,0,0,1
5,ORD,1510,1521,12.0,1806,1805,-1.0,0,0,0,646.0,9.0,0.0,0.0,0,0,1
6,ORD,1510,1508,25.0,1806,1757,-9.0,0,0,0,646.0,14.0,0.0,0.0,0,0,1
1,ORD,1510,1502,-8.0,1806,1757,-9.0,0,0,0,646.0,0.0,0.0,0.0,0,0,1
3,ORD,1515,1558,43.0,1811,1844,33.0,1,0,0,646.0,10.0,0.0,0.0,0,21,1
4,ORD,1515,1506,-9.0,1811,1753,-18.0,0,0,0,646.0,0.0,0.0,0.0,0,0,1
5,ORD,1515,1638,103.0,1811,1940,89.0,1,0,0,646.0,32.0,0.0,6.0,0,0,1
6,ORD,1515,1509,15.0,1811,1755,,0,0,0,646.0,6.0,0.0,0.0,0,0,1
7,ORD,1515,1511,-4.0,1811,1757,-14.0,0,0,0,646.0,0.0,0.0,0.0,0,0,1
1,ORD,1515,1603,48.0,1811,1856,45.0,1,0,0,646.0,17.0,0.0,0.0,0,14,1
2,ORD,1515,1511,-4.0,1811,1807,-4.0,0,0,0,646.0,6.0,0.0,0.0,0,0,1
3,ORD,1515,1511,-4.0,1811,1826,15.0,1,0,0,646.0,2.0,0.0,15.0,0,0,1
4,ORD,1515,1619,64.0,1811,1907,,1,0,0,646.0,21.0,0.0,0.0,0,44,1
5,ORD,1515,1558,66.0,1811,1941,90.0,1,0,0,646.0,20.0,0.0,47.0,0,43,1
6,ORD,1515,1548,51.0,1811,1842,31.0,1,0,0,,22.0,0.0,0.0,0,12,1
7,ORD,1515,1528,13.0,1811,1814,3.0,0,0,0,646.0,6.0,0.0,0.0,0,0,1
1,ORD,1515,1522,7.0,1811,1827,16.0,1,0,0,646.0,1.0,0.0,9.0,0,3,1
2,ORD,1515,1509,-6.0,1811,1803,-8.0,0,0,0,646.0,0.0,0.0,0.0,0,0,1
3,ORD,1515,1521,6.0,1811,1818,7.0,0,0,0,646.0,2.0,0.0,0.0,0,0,1
4,ORD,1515,1520,5.0,1811,1926,75.0,1,0,0,646.0,0.0,0.0,,0,0,1
5,ORD,1515,1553,19.0,1811,1841,30.0,1,0,0,646.0,11.0,0.0,0.0,0,0,1
6,ORD,1515,1517,22.0,1811,1835,24.0,1,0,0,646.0,14.0,,22.0,0,2,1
7,ORD,1515,1511,1046.0,1811,1800,-11.0,0,0,0,646.0,359.0,,,0,0,1
1,ORD,1515,1523,8.0,1811,1815,4.0,0,0,0,646.0,0.0,0.0,0.0,0,0,1
2,ORD,1515,1621,66.0,1811,1911,60.0,1,0,0,646.0,30.0,0.0,0.0,0,60,1
3,ORD,1515,1622,67.0,1811,1908,57.0,1,0,0,646.0,24.0,0.0,0.0,0,35,1
4,ORD,1515,1722,127.0,1811,2019,128.0,1,0,0,646.0,39.0,,1.0,0,66,1
5,ORD,1515,1648,105.0,1811,1938,87.0,1,0,0,646.0,42.0,0.0,0.0,0,87,1
6,ORD,1515,1740,163.0,1811,2025,134.0,1,0,0,646.0,59.0,0.0,0.0,0,129,1
7,ORD,1515,1607,52.0,1811,1852,41.0,1,0,0,,29.0,0.0,0.0,0,28,1
5,SFO,600,834,11.0,729,1027,178.0,1,0,0,337.0,3.0,0.0,24.0,0,0,1
6,SFO,600,558,15.0,729,735,6.0,0,0,0,337.0,11.0,0.0,0.0,0,0,1
7,SFO,600,551,-9.0,729,728,-1.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
1,SFO,600,555,-5.0,729,727,-2.0,0,0,0,337.0,5.0,,0.0,0,0,1
2,SFO,600,556,-4.0,729,725,-4.0,0,0,0,337.0,3.0,0.0,,0,0,1
3,SFO,600,555,-5.0,729,734,5.0,0,0,0,337.0,6.0,0.0,0.0,0,0,1
4,SFO,600,552,-8.0,729,719,-10.0,0,0,0,337.0,3.0,0.0,0.0,0,0,1
5,SFO,600,550,16.0,729,712,-17.0,0,0,0,337.0,5.0,0.0,0.0,0,0,1
6,SFO,600,555,18.0,729,720,-9.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
7,SFO,600,551,-9.0,729,710,-19.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
1,SFO,600,601,1.0,729,732,3.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
2,SFO,600,552,-8.0,729,716,-13.0,0,0,0,,0.0,0.0,0.0,0,0,1
3,SFO,600,554,-6.0,729,711,-18.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
4,SFO,600,553,-7.0,729,728,,0,0,0,337.0,0.0,0.0,0.0,0,0,1
5,SFO,600,549,11.0,729,721,-8.0,0,0,0,337.0,3.0,0.0,0.0,0,0,1
6,SFO,600,556,12.0,729,721,-8.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
7,SFO,600,556,-4.0,729,723,,0,0,0,337.0,0.0,0.0,0.0,0,0,1
1,SFO,600,553,-7.0,729,715,-14.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
2,SFO,600,554,-6.0,729,712,-17.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
3,SFO,600,549,-11.0,729,727,-2.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
4,SFO,600,555,,729,719,-10.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
5,SFO,600,558,14.0,729,720,-9.0,0,0,0,337.0,2.0,,0.0,0,0,1
6,SFO,600,559,9.0,729,720,1159.0,0,0,0,337.0,11.0,0.0,,0,0,1
7,SFO,600,552,-8.0,729,710,,0,0,0,337.0,3.0,0.0,0.0,0,0,1
1,SFO,600,552,-8.0,729,715,-14.0,0,1,0,337.0,0.0,0.0,0.0,0,0,1
2,SFO,600,553,-7.0,729,717,-12.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
3,SFO,600,554,-6.0,729,714,-15.0,0,0,0,337.0,5.0,0.0,0.0,0,0,1
4,SFO,600,556,-4.0,729,728,-1.0,0,0,0,,0.0,0.0,0.0,0,0,1
5,SFO,600,557,8.0,729,708,,0,0,0,337.0,1.0,0.0,0.0,0,0,1
6,SFO,600,557,23.0,729,717,-12.0,0,0,0,337.0,14.0,,0.0,0,0,1
7,SFO,600,557,-3.0,729,727,-2.0,0,0,0,337.0,4.0,0.0,0.0,0,0,1
5,LAX,1350,1344,13.0,1511,1501,-10.0,0,0,0,337.0,9.0,0.0,,0,0,1
6,LAX,1355,1454,83.0,1516,1612,56.0,1,0,0,337.0,28.0,,0.0,0,34,1
7,LAX,1355,1351,-4.0,1516,1509,-7.0,0,0,0,,2.0,,0.0,0,0,1
1,LAX,1350,1348,-2.0,1511,1501,-10.0,0,0,0,,7.0,0.0,0.0,0,0,1
2,LAX,1350,1346,-4.0,1511,1506,-5.0,0,0,0,337.0,0.0,0.0,0.0,0,0,1
3,LAX,1350,1429,,1511,1545,34.0,1,0,0,337.0,10.0,0.0,0.0,0,24,1
4,LAX,1350,1354,4.0,1511,1545,34.0,1,0,0,337.0,0.0,0.0,34.0,0,0,1
5,LAX,1350,1410,45.0,1511,1535,24.0,1,0,0,337.0,22.0,0.0,4.0,0,1,1
